team,season,week,week_label,elo,previous_elo,elo_change,rank,previous_rank,rank_change,conference,classification,logo_url,color
Houston,2026,1,Week 1,1545.5849096545655,1545.5849096545655,0.0,51,51,0,Big 12,fbs,https://cdn.collegefootballdata.com/logos/500/248.png,#c8102e
NC State,2026,1,Week 1,1545.0813579300527,1545.0813579300527,0.0,52,52,0,ACC,fbs,https://cdn.collegefootballdata.com/logos/500/152.png,#cc0000
San Diego State,2026,1,Week 1,1543.0899933025844,1543.0899933025844,0.0,53,53,0,Pac-12,fbs,https://cdn.collegefootballdata.com/logos/500/21.png,#a6192e
Army,2026,1,Week 1,1542.792987432669,1542.792987432669,0.0,54,54,0,American Athletic,fbs,https://cdn.collegefootballdata.com/logos/500/349.png,#000000
Georgia Tech,2026,1,Week 1,1540.2035768972985,1540.2035768972985,0.0,55,55,0,ACC,fbs,https://cdn.collegefootballdata.com/logos/500/59.png,#b3a369
Hawai'i,2026,1,Week 1,1539.3069194435004,1539.3069194435004,0.0,56,56,0,Mountain West,fbs,https://cdn.collegefootballdata.com/logos/500/62.png,#024731
UTSA,2026,1,Week 1,1537.41891509091,1537.41891509091,0.0,57,57,0,American Athletic,fbs,https://cdn.collegefootballdata.com/logos/500/2636.png,#0c2340
LSU,2026,1,Week 1,1535.9880871787095,1535.9880871787095,0.0,58,58,0,SEC,fbs,https://cdn.collegefootballdata.com/logos/500/99.png,#461d7c
Texas State,2026,1,Week 1,1535.1318219163334,1535.1318219163334,0.0,59,59,0,Pac-12,fbs,https://cdn.collegefootballdata.com/logos/500/326.png,#501214
Memphis,2026,1,Week 1,1533.8404701636528,1533.8404701636528,0.0,60,60,0,American Athletic,fbs,https://cdn.collegefootballdata.com/logos/500/235.png,#00498f
Minnesota,2026,1,Week 1,1533.4770148331802,1533.4770148331802,0.0,61,61,0,Big Ten,fbs,https://cdn.collegefootballdata.com/logos/500/135.png,#7a0019
Fresno State,2026,1,Week 1,1533.2303223696422,1533.2303223696422,0.0,62,62,0,Pac-12,fbs,https://cdn.collegefootballdata.com/logos/500/278.png,#c41230
Washington State,2026,1,Week 1,1528.3427839029807,1528.3427839029807,0.0,63,63,0,Pac-12,fbs,https://cdn.collegefootballdata.com/logos/500/265.png,#a60f2d
Jacksonville State,2026,1,Week 1,1527.7581412162317,1527.7581412162317,0.0,64,64,0,Conference USA,fbs,https://cdn.collegefootballdata.com/logos/500/55.png,#cc0000
Wake Forest,2026,1,Week 1,1525.52785010064,1525.52785010064,0.0,65,65,0,ACC,fbs,https://cdn.collegefootballdata.com/logos/500/154.png,#ceb888
Western Kentucky,2026,1,Week 1,1517.7785302016057,1517.7785302016057,0.0,66,66,0,Conference USA,fbs,https://cdn.collegefootballdata.com/logos/500/98.png,#c60c30
Troy,2026,1,Week 1,1512.5762840482198,1512.5762840482198,0.0,67,67,0,Sun Belt,fbs,https://cdn.collegefootballdata.com/logos/500/2653.png,#862633
Miami (OH),2026,1,Week 1,1511.1033514255398,1511.1033514255398,0.0,68,68,0,Mid-American,fbs,https://cdn.collegefootballdata.com/logos/500/193.png,#c41230
Louisiana Tech,2026,1,Week 1,1510.0300256046885,1510.0300256046885,0.0,69,69,0,Sun Belt,fbs,https://cdn.collegefootballdata.com/logos/500/2348.png,#003087
Northwestern,2026,1,Week 1,1505.1425492062172,1505.1425492062172,0.0,70,70,0,Big Ten,fbs,https://cdn.collegefootballdata.com/logos/500/77.png,#582c83
Cincinnati,2026,1,Week 1,1502.998214160402,1502.998214160402,0.0,71,71,0,Big 12,fbs,https://cdn.collegefootballdata.com/logos/500/2132.png,#000000
Florida International,2026,1,Week 1,1501.9097653012398,1501.9097653012398,0.0,72,72,0,Conference USA,fbs,https://cdn.collegefootballdata.com/logos/500/2229.png,#091f3f
Marshall,2026,1,Week 1,1497.3491794614752,1497.3491794614752,0.0,73,73,0,Sun Belt,fbs,https://cdn.collegefootballdata.com/logos/500/276.png,#00b140
Louisiana,2026,1,Week 1,1497.3148691611452,1497.3148691611452,0.0,74,74,0,Sun Belt,fbs,https://cdn.collegefootballdata.com/logos/500/309.png,#ce181e
Nebraska,2026,1,Week 1,1495.8941917944223,1495.8941917944223,0.0,75,75,0,Big Ten,fbs,https://cdn.collegefootballdata.com/logos/500/158.png,#d00000
Georgia Southern,2026,1,Week 1,1494.4331812424582,1494.4331812424582,0.0,76,76,0,Sun Belt,fbs,https://cdn.collegefootballdata.com/logos/500/290.png,#041e42
South Carolina,2026,1,Week 1,1494.320358212371,1494.320358212371,0.0,77,77,0,SEC,fbs,https://cdn.collegefootballdata.com/logos/500/2579.png,#73000a
Florida,2026,1,Week 1,1489.0344532080242,1489.0344532080242,0.0,78,78,0,SEC,fbs,https://cdn.collegefootballdata.com/logos/500/57.png,#0021a5
Rutgers,2026,1,Week 1,1487.9759815307152,1487.9759815307152,0.0,79,79,0,Big Ten,fbs,https://cdn.collegefootballdata.com/logos/500/164.png,#ce0e2d
Sacramento State,2026,1,Week 1,1486.5857028698963,1486.5857028698963,0.0,80,80,0,Mid-American,fbs,https://cdn.collegefootballdata.com/logos/500/16.png,#00573c
Utah State,2026,1,Week 1,1485.2048776989277,1485.2048776989277,0.0,81,81,0,Pac-12,fbs,https://cdn.collegefootballdata.com/logos/500/328.png,#0f2439
Auburn,2026,1,Week 1,1484.675196821289,1484.675196821289,0.0,82,82,0,SEC,fbs,https://cdn.collegefootballdata.com/logos/500/2.png,#0c2340
Kentucky,2026,1,Week 1,1483.2431416695604,1483.2431416695604,0.0,83,83,0,SEC,fbs,https://cdn.collegefootballdata.com/logos/500/96.png,#0033a0
Arkansas State,2026,1,Week 1,1480.6912168696324,1480.6912168696324,0.0,84,84,0,Sun Belt,fbs,https://cdn.collegefootballdata.com/logos/500/2032.png,#cc092f
Baylor,2026,1,Week 1,1480.2533262580794,1480.2533262580794,0.0,85,85,0,Big 12,fbs,https://cdn.collegefootballdata.com/logos/500/239.png,#154734
Kansas,2026,1,Week 1,1477.6789091929445,1477.6789091929445,0.0,86,86,0,Big 12,fbs,https://cdn.collegefootballdata.com/logos/500/2305.png,#0051ba
Delaware,2026,1,Week 1,1477.167086719328,1477.167086719328,0.0,87,87,0,Conference USA,fbs,https://cdn.collegefootballdata.com/logos/500/48.png,#00539f
Central Michigan,2026,1,Week 1,1475.3381303509643,1475.3381303509643,0.0,88,88,0,Mid-American,fbs,https://cdn.collegefootballdata.com/logos/500/2117.png,#6a0032
Wisconsin,2026,1,Week 1,1473.9601920346815,1473.9601920346815,0.0,89,89,0,Big Ten,fbs,https://cdn.collegefootballdata.com/logos/500/275.png,#a00000
Missouri State,2026,1,Week 1,1473.5319685214838,1473.5319685214838,0.0,90,90,0,Conference USA,fbs,https://cdn.collegefootballdata.com/logos/500/2623.png,#5e0009
California,2026,1,Week 1,1473.5151055353765,1473.5151055353765,0.0,91,91,0,ACC,fbs,https://cdn.collegefootballdata.com/logos/500/25.png,#041e42
Coastal Carolina,2026,1,Week 1,1465.6293317605607,1465.6293317605607,0.0,92,92,0,Sun Belt,fbs,https://cdn.collegefootballdata.com/logos/500/324.png,#006f71
Florida State,2026,1,Week 1,1461.050149762522,1461.050149762522,0.0,93,93,0,ACC,fbs,https://cdn.collegefootballdata.com/logos/500/52.png,#782f40
West Virginia,2026,1,Week 1,1460.572543971418,1460.572543971418,0.0,94,94,0,Big 12,fbs,https://cdn.collegefootballdata.com/logos/500/277.png,#eaaa00
UCF,2026,1,Week 1,1457.69811320424,1457.69811320424,0.0,95,95,0,Big 12,fbs,https://cdn.collegefootballdata.com/logos/500/2116.png,#000000
Air Force,2026,1,Week 1,1456.9703125768654,1456.9703125768654,0.0,96,96,0,Mountain West,fbs,https://cdn.collegefootballdata.com/logos/500/2005.png,#003594
Liberty,2026,1,Week 1,1455.1735817861277,1455.1735817861277,0.0,97,97,0,Conference USA,fbs,https://cdn.collegefootballdata.com/logos/500/2335.png,#0a254e
South Alabama,2026,1,Week 1,1450.5733771209768,1450.5733771209768,0.0,98,98,0,Sun Belt,fbs,https://cdn.collegefootballdata.com/logos/500/6.png,#00205b
Stanford,2026,1,Week 1,1450.3534246339043,1450.3534246339043,0.0,99,99,0,ACC,fbs,https://cdn.collegefootballdata.com/logos/500/24.png,#8c1515
Mississippi State,2026,1,Week 1,1446.093334628961,1446.093334628961,0.0,100,100,0,SEC,fbs,https://cdn.collegefootballdata.com/logos/500/344.png,#5d1725
Southern Miss,2026,1,Week 1,1443.9274352029,1443.9274352029,0.0,101,101,0,Sun Belt,fbs,https://cdn.collegefootballdata.com/logos/500/2572.png,#ffc72c
App State,2026,1,Week 1,1442.9110524256903,1442.9110524256903,0.0,102,102,0,Sun Belt,fbs,https://cdn.collegefootballdata.com/logos/500/2026.png,#000000
UCLA,2026,1,Week 1,1441.0299918164378,1441.0299918164378,0.0,103,103,0,Big Ten,fbs,https://cdn.collegefootballdata.com/logos/500/26.png,#2774ae
Colorado,2026,1,Week 1,1440.0184663924551,1440.0184663924551,0.0,104,104,0,Big 12,fbs,https://cdn.collegefootballdata.com/logos/500/38.png,#cfb87c
North Carolina,2026,1,Week 1,1437.6985351094552,1437.6985351094552,0.0,105,105,0,ACC,fbs,https://cdn.collegefootballdata.com/logos/500/153.png,#7bafd4
Eastern Michigan,2026,1,Week 1,1434.660687778685,1434.660687778685,0.0,106,106,0,Mid-American,fbs,https://cdn.collegefootballdata.com/logos/500/2199.png,#046a38
Buffalo,2026,1,Week 1,1434.409536341224,1434.409536341224,0.0,107,107,0,Mid-American,fbs,https://cdn.collegefootballdata.com/logos/500/2084.png,#005bbb
Michigan State,2026,1,Week 1,1433.6794896490076,1433.6794896490076,0.0,108,108,0,Big Ten,fbs,https://cdn.collegefootballdata.com/logos/500/127.png,#173f35
Temple,2026,1,Week 1,1433.65854010636,1433.65854010636,0.0,109,109,0,American Athletic,fbs,https://cdn.collegefootballdata.com/logos/500/218.png,#a41e35
Arkansas,2026,1,Week 1,1429.719242046389,1429.719242046389,0.0,110,110,0,SEC,fbs,https://cdn.collegefootballdata.com/logos/500/8.png,#a32136
Boston College,2026,1,Week 1,1427.7940922049836,1427.7940922049836,0.0,111,111,0,ACC,fbs,https://cdn.collegefootballdata.com/logos/500/103.png,#8c2232
Maryland,2026,1,Week 1,1426.0105390866283,1426.0105390866283,0.0,112,112,0,Big Ten,fbs,https://cdn.collegefootballdata.com/logos/500/120.png,#ce1126
Wyoming,2026,1,Week 1,1423.4224869117954,1423.4224869117954,0.0,113,113,0,Mountain West,fbs,https://cdn.collegefootballdata.com/logos/500/2751.png,#492f24
Virginia Tech,2026,1,Week 1,1423.0122385105306,1423.0122385105306,0.0,114,114,0,ACC,fbs,https://cdn.collegefootballdata.com/logos/500/259.png,#861f41
Akron,2026,1,Week 1,1420.0096534495292,1420.0096534495292,0.0,115,115,0,Mid-American,fbs,https://cdn.collegefootballdata.com/logos/500/2006.png,#041e42
Rice,2026,1,Week 1,1418.5793882646117,1418.5793882646117,0.0,116,116,0,American Athletic,fbs,https://cdn.collegefootballdata.com/logos/500/242.png,#00205b
Nevada,2026,1,Week 1,1417.143922766972,1417.143922766972,0.0,117,117,0,Mountain West,fbs,https://cdn.collegefootballdata.com/logos/500/2440.png,#041e42
Florida Atlantic,2026,1,Week 1,1416.1057534575102,1416.1057534575102,0.0,118,118,0,American Athletic,fbs,https://cdn.collegefootballdata.com/logos/500/2226.png,#003366
Bowling Green,2026,1,Week 1,1416.0972014705342,1416.0972014705342,0.0,119,119,0,Mid-American,fbs,https://cdn.collegefootballdata.com/logos/500/189.png,#fd5000
UAB,2026,1,Week 1,1413.8444018099715,1413.8444018099715,0.0,120,120,0,American Athletic,fbs,https://cdn.collegefootballdata.com/logos/500/5.png,#1a5632
Kent State,2026,1,Week 1,1411.07295339726,1411.07295339726,0.0,121,121,0,Mid-American,fbs,https://cdn.collegefootballdata.com/logos/500/2309.png,#002664
Northern Illinois,2026,1,Week 1,1405.460583584727,1405.460583584727,0.0,122,122,0,Mountain West,fbs,https://cdn.collegefootballdata.com/logos/500/2459.png,#c8102e
Syracuse,2026,1,Week 1,1402.9470525670572,1402.9470525670572,0.0,123,123,0,ACC,fbs,https://cdn.collegefootballdata.com/logos/500/183.png,#f76900
New Mexico State,2026,1,Week 1,1397.6093998595886,1397.6093998595886,0.0,124,124,0,Conference USA,fbs,https://cdn.collegefootballdata.com/logos/500/166.png,#8c0b42
Purdue,2026,1,Week 1,1395.663639248335,1395.663639248335,0.0,125,125,0,Big Ten,fbs,https://cdn.collegefootballdata.com/logos/500/2509.png,#ceb888
San José State,2026,1,Week 1,1395.1486351657545,1395.1486351657545,0.0,126,126,0,Mountain West,fbs,https://cdn.collegefootballdata.com/logos/500/23.png,#0055a2
Middle Tennessee,2026,1,Week 1,1394.1139349010684,1394.1139349010684,0.0,127,127,0,Conference USA,fbs,https://cdn.collegefootballdata.com/logos/500/2393.png,#036eb7
Tulsa,2026,1,Week 1,1389.532976078513,1389.532976078513,0.0,128,128,0,American Athletic,fbs,https://cdn.collegefootballdata.com/logos/500/202.png,#003595
Ball State,2026,1,Week 1,1387.3654929875554,1387.3654929875554,0.0,129,129,0,Mid-American,fbs,https://cdn.collegefootballdata.com/logos/500/2050.png,#ba0c2f
Colorado State,2026,1,Week 1,1378.800245892688,1378.800245892688,0.0,130,130,0,Pac-12,fbs,https://cdn.collegefootballdata.com/logos/500/36.png,#1e4d2b
Sam Houston,2026,1,Week 1,1377.167221630305,1377.167221630305,0.0,131,131,0,Conference USA,fbs,https://cdn.collegefootballdata.com/logos/500/2534.png,#f56423
UTEP,2026,1,Week 1,1369.3742868042764,1369.3742868042764,0.0,132,132,0,Mountain West,fbs,https://cdn.collegefootballdata.com/logos/500/2638.png,#ff8200
Oregon State,2026,1,Week 1,1367.6609538461498,1367.6609538461498,0.0,133,133,0,Pac-12,fbs,https://cdn.collegefootballdata.com/logos/500/204.png,#dc4405
UL Monroe,2026,1,Week 1,1358.2424539622318,1358.2424539622318,0.0,134,134,0,Sun Belt,fbs,https://cdn.collegefootballdata.com/logos/500/2433.png,#840029
Oklahoma State,2026,1,Week 1,1349.4889716176451,1349.4889716176451,0.0,135,135,0,Big 12,fbs,https://cdn.collegefootballdata.com/logos/500/197.png,#fe5c00
Georgia State,2026,1,Week 1,1342.3203024386726,1342.3203024386726,0.0,136,136,0,Sun Belt,fbs,https://cdn.collegefootballdata.com/logos/500/2247.png,#0039a6
Charlotte,2026,1,Week 1,1336.2459533563492,1336.2459533563492,0.0,137,137,0,American Athletic,fbs,https://cdn.collegefootballdata.com/logos/500/2429.png,#005035
Massachusetts,2026,1,Week 1,1275.8009404863235,1275.8009404863235,0.0,138,138,0,Mid-American,fbs,https://cdn.collegefootballdata.com/logos/500/113.png,#881c1c
Indiana,2026,2,Week 2,1757.2937959056403,1735.5688686835929,21.724927222047427,1,1,0,Big Ten,fbs,https://cdn.collegefootballdata.com/logos/500/84.png,#990000
Ohio State,2026,2,Week 2,1715.5134452879545,1705.9719672628385,9.541478025116021,2,2,0,Big Ten,fbs,https://cdn.collegefootballdata.com/logos/500/194.png,#ba0c2f
Notre Dame,2026,2,Week 2,1714.3346999478958,1694.1628909897222,20.171808958173642,3,4,1,FBS Independents,fbs,https://cdn.collegefootballdata.com/logos/500/87.png,#0c2340
Oregon,2026,2,Week 2,1708.6248984822814,1694.5655242616651,14.059374220616291,4,3,-1,Big Ten,fbs,https://cdn.collegefootballdata.com/logos/500/2483.png,#007030
Miami,2026,2,Week 2,1700.6165493006483,1662.513071160066,38.10347814058241,5,7,2,ACC,fbs,https://cdn.collegefootballdata.com/logos/500/2390.png,#f47321
Georgia,2026,2,Week 2,1698.6720293764013,1693.224575457329,5.447453919072359,6,5,-1,SEC,fbs,https://cdn.collegefootballdata.com/logos/500/61.png,#ba0c2f
Texas Tech,2026,2,Week 2,1696.3615827286703,1691.1928261559715,5.16875657269884,7,6,-1,Big 12,fbs,https://cdn.collegefootballdata.com/logos/500/2641.png,#c30020
Ole Miss,2026,2,Week 2,1675.4652700523905,1659.858267573581,15.607002478809363,8,9,1,SEC,fbs,https://cdn.collegefootballdata.com/logos/500/145.png,#13294b
James Madison,2026,2,Week 2,1669.458929066236,1660.2578485256877,9.201080540548219,9,8,-1,Sun Belt,fbs,https://cdn.collegefootballdata.com/logos/500/256.png,#450084
Texas,2026,2,Week 2,1666.515321677154,1637.297616546036,29.21770513111801,10,11,1,SEC,fbs,https://cdn.collegefootballdata.com/logos/500/251.png,#bf5700
Utah,2026,2,Week 2,1660.729581685276,1654.181022290467,6.54855939480899,11,10,-1,Big 12,fbs,https://cdn.collegefootballdata.com/logos/500/254.png,#be0000
Texas A&M,2026,2,Week 2,1653.9543744575,1631.8821367470584,22.07223771044164,12,12,0,SEC,fbs,https://cdn.collegefootballdata.com/logos/500/245.png,#500000
Alabama,2026,2,Week 2,1652.1223719119694,1619.358465512277,32.76390639969236,13,16,3,SEC,fbs,https://cdn.collegefootballdata.com/logos/500/333.png,#9e1b32
USC,2026,2,Week 2,1649.5393303781975,1608.45028791774,41.08904246045745,14,19,5,Big Ten,fbs,https://cdn.collegefootballdata.com/logos/500/30.png,#990000
SMU,2026,2,Week 2,1638.1833977802105,1621.402948204708,16.780449575502416,15,15,0,ACC,fbs,https://cdn.collegefootballdata.com/logos/500/2567.png,#d70000
BYU,2026,2,Week 2,1637.6534812888926,1630.2862112305315,7.3672700583611,16,13,-3,Big 12,fbs,https://cdn.collegefootballdata.com/logos/500/252.png,#003da5
North Dakota State,2026,2,Week 2,1637.6006689348062,1602.779589710495,34.821079224311234,17,21,4,Mountain West,fbs,https://cdn.collegefootballdata.com/logos/500/2449.png,#00583d
Vanderbilt,2026,2,Week 2,1634.9621498416925,1627.2364314164015,7.7257184252910065,18,14,-4,SEC,fbs,https://cdn.collegefootballdata.com/logos/500/238.png,#000000
Iowa,2026,2,Week 2,1632.8085957398644,1616.913796892786,15.894798847078391,19,17,-2,Big Ten,fbs,https://cdn.collegefootballdata.com/logos/500/2294.png,#000000
Oklahoma,2026,2,Week 2,1622.4858108032477,1607.823028534849,14.662782268398587,20,20,0,SEC,fbs,https://cdn.collegefootballdata.com/logos/500/201.png,#841617
Duke,2026,2,Week 2,1621.523529362481,1587.6713579725315,33.85217138994949,21,26,5,ACC,fbs,https://cdn.collegefootballdata.com/logos/500/150.png,#00539b
Penn State,2026,2,Week 2,1617.3436917982244,1587.572500466167,29.77119133205747,22,27,5,Big Ten,fbs,https://cdn.collegefootballdata.com/logos/500/213.png,#001e44
Navy,2026,2,Week 2,1609.2826787626482,1601.3291129416234,7.9535658210247675,23,22,-1,American Athletic,fbs,https://cdn.collegefootballdata.com/logos/500/2426.png,#00225b
Arizona,2026,2,Week 2,1608.2833637573856,1599.7856041353618,8.49775962202375,24,23,-1,Big 12,fbs,https://cdn.collegefootballdata.com/logos/500/12.png,#cc0033
Washington,2026,2,Week 2,1606.424628129874,1581.6004864454844,24.824141684389588,25,30,5,Big Ten,fbs,https://cdn.collegefootballdata.com/logos/500/264.png,#33006f
Virginia,2026,2,Week 2,1604.2440014456408,1570.2225112114895,34.021490234151315,26,36,10,ACC,fbs,https://cdn.collegefootballdata.com/logos/500/258.png,#232d4b
South Florida,2026,2,Week 2,1600.9149060683244,1581.331991608591,19.5829144597335,27,31,4,American Athletic,fbs,https://cdn.collegefootballdata.com/logos/500/58.png,#006747
Old Dominion,2026,2,Week 2,1597.1625389671794,1588.5324959172528,8.630043049926599,28,25,-3,Sun Belt,fbs,https://cdn.collegefootballdata.com/logos/500/295.png,#043657
Michigan,2026,2,Week 2,1593.4951700755057,1582.2867760680404,11.208394007465358,29,28,-1,Big Ten,fbs,https://cdn.collegefootballdata.com/logos/500/130.png,#00274c
Memphis,2026,2,Week 2,1593.195214576133,1533.8404701636528,59.35474441248016,30,60,30,American Athletic,fbs,https://cdn.collegefootballdata.com/logos/500/235.png,#00498f
Pittsburgh,2026,2,Week 2,1590.910518956548,1554.260476450252,36.650042506295904,31,48,17,ACC,fbs,https://cdn.collegefootballdata.com/logos/500/221.png,#003594
LSU,2026,2,Week 2,1586.061835262534,1535.9880871787095,50.07374808382451,32,58,26,SEC,fbs,https://cdn.collegefootballdata.com/logos/500/99.png,#461d7c
New Mexico,2026,2,Week 2,1585.046353288679,1557.0311950094444,28.015158279234583,33,44,11,Mountain West,fbs,https://cdn.collegefootballdata.com/logos/500/167.png,#ba0c2f
UNLV,2026,2,Week 2,1579.5418673162617,1570.0720143662957,9.469852949966025,34,37,3,Mountain West,fbs,https://cdn.collegefootballdata.com/logos/500/2439.png,#cf0a2c
Tulane,2026,2,Week 2,1577.3293781031616,1611.181549493111,-33.85217138994949,35,18,-17,American Athletic,fbs,https://cdn.collegefootballdata.com/logos/500/2655.png,#006747
Illinois,2026,2,Week 2,1574.7830034194762,1556.6226518778712,18.160351541604996,36,45,9,Big Ten,fbs,https://cdn.collegefootballdata.com/logos/500/356.png,#ff5f05
Tennessee,2026,2,Week 2,1573.391241313004,1563.6167739032908,9.774467409713225,37,40,3,SEC,fbs,https://cdn.collegefootballdata.com/logos/500/2633.png,#ff8200
Arizona State,2026,2,Week 2,1570.643693878074,1561.173047086888,9.470646791186027,38,41,3,Big 12,fbs,https://cdn.collegefootballdata.com/logos/500/9.png,#ffc627
North Texas,2026,2,Week 2,1569.522854550036,1591.2477817720835,-21.724927222047427,39,24,-15,American Athletic,fbs,https://cdn.collegefootballdata.com/logos/500/249.png,#00853e
Missouri,2026,2,Week 2,1568.378480927964,1558.6627657128602,9.715715215103728,40,43,3,SEC,fbs,https://cdn.collegefootballdata.com/logos/500/142.png,#f1b82d
Louisville,2026,2,Week 2,1565.5862017265626,1581.193204205372,-15.607002478809363,41,32,-9,ACC,fbs,https://cdn.collegefootballdata.com/logos/500/97.png,#c9001f
Iowa State,2026,2,Week 2,1564.9563298209505,1555.1890475097337,9.767282311216832,42,47,5,Big 12,fbs,https://cdn.collegefootballdata.com/logos/500/66.png,#c8102e
UConn,2026,2,Week 2,1564.6236423255634,1555.2290903391015,9.39455198646192,43,46,3,FBS Independents,fbs,https://cdn.collegefootballdata.com/logos/500/41.png,#000e2f
Kansas State,2026,2,Week 2,1561.5419234709886,1552.1603711975822,9.381552273406442,44,49,5,Big 12,fbs,https://cdn.collegefootballdata.com/logos/500/2306.png,#512888
Boise State,2026,2,Week 2,1560.3359444067046,1574.395318627321,-14.059374220616519,45,34,-11,Pac-12,fbs,https://cdn.collegefootballdata.com/logos/500/68.png,#0033a0
Houston,2026,2,Week 2,1559.0117102145005,1545.5849096545655,13.426800559934918,46,51,5,Big 12,fbs,https://cdn.collegefootballdata.com/logos/500/248.png,#c8102e
Kennesaw State,2026,2,Week 2,1558.6020896743212,1547.9051748495106,10.69691482481062,47,50,3,Conference USA,fbs,https://cdn.collegefootballdata.com/logos/500/338.png,#fdbb30
Western Michigan,2026,2,Week 2,1556.3101785924891,1567.5185725999545,-11.208394007465358,48,38,-10,Mid-American,fbs,https://cdn.collegefootballdata.com/logos/500/2711.png,#532e1f
Army,2026,2,Week 2,1553.2611891911174,1542.792987432669,10.468201758448458,49,54,5,American Athletic,fbs,https://cdn.collegefootballdata.com/logos/500/349.png,#000000
San Diego State,2026,2,Week 2,1552.8874805307128,1543.0899933025844,9.797487228128375,50,53,3,Pac-12,fbs,https://cdn.collegefootballdata.com/logos/500/21.png,#a6192e
UTSA,2026,2,Week 2,1548.55270146998,1537.41891509091,11.133786379069988,51,57,6,American Athletic,fbs,https://cdn.collegefootballdata.com/logos/500/2636.png,#0c2340
Wake Forest,2026,2,Week 2,1548.2443996568095,1525.52785010064,22.71654955616941,52,65,13,ACC,fbs,https://cdn.collegefootballdata.com/logos/500/154.png,#ceb888
TCU,2026,2,Week 2,1546.7519798112687,1581.8805200012553,-35.12854018998655,53,29,-24,Big 12,fbs,https://cdn.collegefootballdata.com/logos/500/2628.png,#4d1979
Nebraska,2026,2,Week 2,1546.367843230008,1495.8941917944223,50.47365143558568,54,75,21,Big Ten,fbs,https://cdn.collegefootballdata.com/logos/500/158.png,#d00000
Minnesota,2026,2,Week 2,1544.2209567406258,1533.4770148331802,10.74394190744556,55,61,6,Big Ten,fbs,https://cdn.collegefootballdata.com/logos/500/135.png,#7a0019
Clemson,2026,2,Week 2,1528.292030377164,1578.3657784609882,-50.07374808382406,56,33,-23,ACC,fbs,https://cdn.collegefootballdata.com/logos/500/228.png,#f56600
Cincinnati,2026,2,Week 2,1527.9312666571054,1502.998214160402,24.93305249670334,57,71,14,Big 12,fbs,https://cdn.collegefootballdata.com/logos/500/2132.png,#000000
East Carolina,2026,2,Week 2,1527.6523959313508,1560.4163023310432,-32.76390639969236,58,42,-16,American Athletic,fbs,https://cdn.collegefootballdata.com/logos/500/151.png,#592a8a
South Carolina,2026,2,Week 2,1526.9127993667614,1494.320358212371,32.59244115439037,59,77,18,SEC,fbs,https://cdn.collegefootballdata.com/logos/500/2579.png,#73000a
Toledo,2026,2,Week 2,1526.3409878225737,1567.2256952957655,-40.88470747319184,60,39,-21,Mid-American,fbs,https://cdn.collegefootballdata.com/logos/500/2649.png,#0b2240
Troy,2026,2,Week 2,1521.2872463220497,1512.5762840482198,8.710962273829864,61,67,6,Sun Belt,fbs,https://cdn.collegefootballdata.com/logos/500/2653.png,#862633
Louisiana Tech,2026,2,Week 2,1521.2803614299037,1510.0300256046885,11.250335825215188,62,69,7,Sun Belt,fbs,https://cdn.collegefootballdata.com/logos/500/2348.png,#003087
Florida,2026,2,Week 2,1521.2253206157222,1489.0344532080242,32.19086740769808,63,78,15,SEC,fbs,https://cdn.collegefootballdata.com/logos/500/57.png,#0021a5
Ohio,2026,2,Week 2,1520.207933837767,1570.681585273353,-50.47365143558591,64,35,-29,Mid-American,fbs,https://cdn.collegefootballdata.com/logos/500/195.png,#024230
Georgia Tech,2026,2,Week 2,1518.2220960427098,1540.2035768972985,-21.981480854588654,65,55,-10,ACC,fbs,https://cdn.collegefootballdata.com/logos/500/59.png,#b3a369
Northwestern,2026,2,Week 2,1517.7880937075518,1505.1425492062172,12.645544501334598,66,70,4,Big Ten,fbs,https://cdn.collegefootballdata.com/logos/500/77.png,#582c83
Jacksonville State,2026,2,Week 2,1512.0758398952134,1527.7581412162317,-15.682301321018258,67,64,-3,Conference USA,fbs,https://cdn.collegefootballdata.com/logos/500/55.png,#cc0000
NC State,2026,2,Week 2,1511.0598676959014,1545.0813579300527,-34.021490234151315,68,52,-16,ACC,fbs,https://cdn.collegefootballdata.com/logos/500/152.png,#cc0000
Louisiana,2026,2,Week 2,1509.6037116062794,1497.3148691611452,12.28884244513415,69,74,5,Sun Belt,fbs,https://cdn.collegefootballdata.com/logos/500/309.png,#ce181e
Georgia Southern,2026,2,Week 2,1506.4602709441651,1494.4331812424582,12.027089701706927,70,76,6,Sun Belt,fbs,https://cdn.collegefootballdata.com/logos/500/290.png,#041e42
Texas State,2026,2,Week 2,1505.9141167852154,1535.1318219163334,-29.21770513111801,71,59,-12,Pac-12,fbs,https://cdn.collegefootballdata.com/logos/500/326.png,#501214
Fresno State,2026,2,Week 2,1504.151209411583,1533.2303223696422,-29.079112958059113,72,62,-10,Pac-12,fbs,https://cdn.collegefootballdata.com/logos/500/278.png,#c41230
Washington State,2026,2,Week 2,1503.5186422185911,1528.3427839029807,-24.824141684389588,73,63,-10,Pac-12,fbs,https://cdn.collegefootballdata.com/logos/500/265.png,#a60f2d
Auburn,2026,2,Week 2,1499.484299630115,1484.675196821289,14.809102808825855,74,82,8,SEC,fbs,https://cdn.collegefootballdata.com/logos/500/2.png,#0c2340
UCLA,2026,2,Week 2,1498.4914925930905,1441.0299918164378,57.461500776652656,75,103,28,Big Ten,fbs,https://cdn.collegefootballdata.com/logos/500/26.png,#2774ae
